"","deviance"
"LOC114576860",3697.5214014517
"LOC107992810",42576.9007700561
"LOC107992811",13429.5141585227
"LOC107992809",30980.8214161739
"LOC107992866",55497.6463410445
"LOC133667191",1733.60861856518
"LOC107992767",46320.005433928
"LOC107992707",32209.2288538159
"LOC107992766",43096.3393586054
"LOC107992764",45508.3604331875
"LOC107992735",92274.4648838984
"LOC107992857",68896.7471773553
"LOC114576858",2505.18889145207
"LOC107992741",91659.2288632216
"LOC133667204",33590.8043498157
"LOC114576846",7073.41445016314
"LOC114576848",681.603251482125
"LOC133667194",528.331731501573
"LOC107992746",1254.93385673786
"LOC107992743",53210.3885984371
"LOC133667207",639.902003644409
"LOC133667196",3328.28193996362
"LOC133667193",9705.0917402123
"LOC133667195",10254.929654398
"LOC107992742",1816.28564102808
"LOC107992744",520.591955776446
"LOC107992734",34778.5851099236
"LOC107992773",2035.46133480824
"LOC107992775",1233.43180909872
"LOC107992774",58020.9407477991
"LOC133667239",60060.0518683153
"LOC107992828",55889.1199393279
"LOC107992732",7989.79325514863
"LOC107992860",44521.4650377153
"LOC107992859",56269.9388978174
"LOC107992730",75452.9102394418
"LOC107992856",52654.9246427068
"LOC107992720",61281.0437204801
"LOC107992781",44417.5476198878
"LOC107992778",44774.6048705892
"LOC107992780",26733.8886266061
"LOC107992777",30720.7884998212
"LOC107992779",51181.3254624242
"LOC107992776",38328.4637012004
"LOC107992706",3894.4871611526
"LOC133667248",10568.8297919767
"LOC107992874",59258.2684786372
"LOC107992705",78125.9129269938
"LOC107992832",40447.5085952011
"LOC107992831",36398.2009864381
"LOC107992847",53426.0151956849
"LOC107992848",42889.9081290053
"LOC107992846",12947.5343358835
"LOC107992770",99025.368832849
"LOC107992771",37547.4918429832
"LOC107992772",43335.4071262247
"LOC107992768",49713.2556500799
"LOC107992721",47959.3689366186
"LOC107992725",39899.3138739853
"LOC107992728",76488.6061939225
"LOC107992803",63190.7087998744
"LOC107992835",36703.0954062099
"LOC107992833",47464.766178139
"LOC107992763",73100.4671244742
"LOC107992760",129031.867608878
"LOC107992762",3684.77407050163
"LOC114576864",1029.82031655808
"LOC107992704",1294.10301301555
"LOC107992873",42137.5139067916
"LOC114576857",10918.0766982389
"LOC107992858",54293.7287782088
"LOC107992854",35063.7380809734
"LOC107992853",64686.377334728
"LOC107992727",28178.4601642396
"LOC107992703",44237.7367359861
"LOC107992794",46411.1349814078
"LOC107992793",48616.3996112838
"LOC107992795",36750.5207962142
"LOC107992796",80828.923882009
"LOC107992844",52691.5049474399
"LOC107992865",29092.1485470565
"LOC107992864",38417.1379525673
"LOC107992723",67787.3426394495
"LOC107992850",35190.6286461296
"LOC107992836",166905.904394186
"LOC133667286",9560.67733477123
"LOC107992738",5336.06280312904
"LOC107992740",792.816274507252
"LOC133667288",473.029588138431
"LOC107992733",53313.6180797471
"LOC107992839",493681.293144346
"LOC133665649",598.819883962038
"LOC114576850",6690.02378400986
"LOC133667336",13481.2854130958
"LOC133667335",5678.40547876701
"LOC133667337",19131.9792738156
"LOC107994898",33460.2907715079
"LOC107994899",2528.35772915603
"LOC107994900",2201.95934022662
"LOC107994689",1062.15416801635
"LOC107994816",38907.4440496191
"LOC107994820",15460.2202654647
"LOC107994819",107191.887665947
"LOC114577095",4034.13091385496
"LOC107994817",981.710227563918
"LOC133667374",3822.46879524258
"LOC114577094",680.655253224241
"LOC133667371",14421.8781288557
"LOC133667369",52141.3364131266
"LOC107994687",1291.30993285948
"LOC107994757",4287.31331824309
"LOC108003091",42902.2075383718
"LOC108003090",1168.11673636127
"LOC133667378",15778.5192426679
"LOC107994704",17135.6274432549
"LOC107994712",32661.9443902793
"LOC107994778",240852.666708628
"LOC133667394",11227.4180522426
"LOC107994780",2931.49031166829
"LOC107994779",8994.63202143719
"LOC114577097",1375.37124399153
"LOC133667396",1241.17550523915
"LOC133667393",17034.0469487866
"LOC107994685",495.407666654144
